file,constant_name,name,year,photo,quote,role,image,position,major,class,gender,title,email,bio,specializations,id,specialization,phone,education,achievements,awards,credentials,linkedin,specialties,research
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS25/client/src/pages/Home.tsx,student,Emily Rodriguez,Class of 2023,,I loved the balance between theory and practice. The research opportunities and internship connections were invaluable for my career development.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS27/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2024,,The CS program gave me hands-on experience with real-world projects. I landed my dream job at a leading tech company before graduation!,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS27/client/src/pages/Home.tsx,student,Marcus Johnson,Class of 2023,,The supportive faculty and collaborative environment helped me develop both technical skills and leadership abilities. Best decision I ever made.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS27/client/src/pages/Home.tsx,student,Elena Rodriguez,Class of 2024,,"From hackathons to research opportunities, this program pushed me to excel. I'm now pursuing my passion in AI research.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS28/client/src/pages/home.tsx,student,Sarah Chen,Class of 2024,,The hands-on projects and mentorship from faculty prepared me perfectly for my role at a leading tech company. This program transformed my passion into a career.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS28/client/src/pages/home.tsx,student,Marcus Johnson,Class of 2023,,I loved the collaborative environment and the focus on real-world problem solving. The skills I gained here opened doors I never imagined possible.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS28/client/src/pages/home.tsx,student,Priya Patel,Class of 2024,,"From day one, I felt supported and challenged. The program's balance of theory and practice gave me the confidence to pursue my dreams in AI research.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS29/client/src/pages/Home.tsx,student,Sarah Chen,"Senior, Class of 2024",,The CS program here transformed my career trajectory. The hands-on projects and supportive faculty helped me land internships at top tech companies.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS29/client/src/pages/Home.tsx,student,Marcus Johnson,"Junior, Class of 2025",,I love the collaborative environment and the emphasis on both theoretical foundations and practical skills. The research opportunities are incredible!,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS29/client/src/pages/Home.tsx,student,Maya Rodriguez,"Graduate, Class of 2023",,This program prepared me exceptionally well for the industry. I'm now working as a software engineer at my dream company thanks to the skills I learned here.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS30/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2024,,The program's focus on practical skills and real-world applications prepared me perfectly for my career at a leading tech company. The faculty truly care about student success.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS30/client/src/pages/Home.tsx,student,Marcus Johnson,Class of 2023,,What sets this program apart is the collaborative environment and access to cutting-edge research. I gained invaluable experience that helped me land my dream job.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/computer_science/CS30/client/src/pages/Home.tsx,student,Elena Rodriguez,Class of 2024,,The combination of theoretical knowledge and hands-on projects gave me the confidence to tackle complex problems. The career support was exceptional.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing21/client/src/pages/Home.tsx,student,,,,,,,,,,unknown,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing22/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2023,,The BSN program prepared me exceptionally well for my career. The clinical rotations and supportive faculty made all the difference in my confidence as a new nurse.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing22/client/src/pages/Home.tsx,student,Marcus Johnson,Class of 2024,,I chose this program for its reputation and wasn't disappointed. The hands-on learning and mentorship from experienced nurses shaped me into the healthcare professional I am today.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing22/client/src/pages/Home.tsx,student,Isabella Rodriguez,Class of 2023,,The program's focus on evidence-based practice and patient-centered care gave me a strong foundation. I felt ready to make a real impact on day one of my nursing career.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing23/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2024,,The BSN program prepared me exceptionally well for my career. The combination of rigorous coursework and hands-on clinical experience gave me the confidence to excel in my nursing practice.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing23/client/src/pages/Home.tsx,student,Marcus Johnson,Class of 2023,,What sets this program apart is the faculty's genuine commitment to student success. They mentored me through every challenge and celebrated every achievement along the way.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing23/client/src/pages/Home.tsx,student,Maria Rodriguez,Class of 2024,,"The clinical rotations opened doors to incredible opportunities. I'm now working at my dream hospital, and I owe it all to the comprehensive training I received in this program.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing24/client/src/pages/Home.tsx,student,Sarah Chen,,,The BSN program's hands-on clinical rotations and supportive faculty prepared me perfectly for my career. I felt confident from day one in the ER.,"Class of 2024, Emergency Nurse",,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing24/client/src/pages/Home.tsx,student,Marcus Johnson,,,What sets this program apart is the emphasis on evidence-based practice and compassionate care. The skills I gained have been invaluable.,"Class of 2023, ICU Nurse",,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing24/client/src/pages/Home.tsx,student,Isabella Rodriguez,,,The curriculum balances theory with real-world application beautifully. My preceptors and professors guided me every step of the way.,"Class of 2024, Pediatric Nurse",,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing25/client/src/pages/Home.tsx,student,Maria Rodriguez,Class of 2023,,This program transformed my understanding of patient care. The hands-on experience in our simulation labs prepared me for real-world clinical settings from day one.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing25/client/src/pages/Home.tsx,student,James Mitchell,Class of 2024,,The faculty's dedication and the program's focus on holistic nursing made all the difference. I felt supported every step of the way through challenging coursework.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/Nursing25/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2023,,"Between clinical rotations and evidence-based learning, I graduated confident and ready to make a real impact in healthcare. This program exceeded all my expectations.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing26/client/src/pages/Home.tsx,student,Maria Rodriguez,Class of 2024,,This program transformed my understanding of patient care. The clinical rotations gave me real-world experience that prepared me for my career in pediatric nursing.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing26/client/src/pages/Home.tsx,student,James Wilson,Class of 2023,,The faculty's dedication and the supportive learning environment helped me excel. I'm now working in the ICU and making a real difference in patients' lives every day.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing26/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2024,,"From day one, I felt prepared and confident. The curriculum's balance of classroom learning and hands-on practice gave me the foundation for a successful nursing career.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing28/client/src/pages/Home.tsx,student,Sarah Martinez,Class of 2024,,The hands-on clinical experience and supportive faculty prepared me perfectly for my nursing career. I felt confident from day one.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing28/client/src/pages/Home.tsx,student,James Chen,Class of 2023,,This program challenged me academically while providing the practical skills I needed. The simulation lab was incredible.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing28/client/src/pages/Home.tsx,student,Emily Rodriguez,Class of 2024,,I loved the small class sizes and personalized attention. My professors knew my name and cared about my success.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing29/client/src/pages/Home.tsx,student,Sarah Chen,Class of 2024,,This program transformed my passion for helping others into a fulfilling career. The hands-on clinical experience and supportive faculty prepared me for success.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing29/client/src/pages/Home.tsx,student,Michael Rodriguez,Class of 2023,,The simulation labs and real-world clinical rotations gave me the confidence I needed to excel. I felt prepared from day one in my nursing career.,,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing29/client/src/pages/Home.tsx,student,Emily Johnson,Class of 2024,,I appreciated the program's focus on both technical skills and compassionate care. The faculty truly care about student success and patient outcomes.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing30/client/src/pages/Home.tsx,student,Maria Rodriguez,Class of 2024,,"The BSN program prepared me not just to be a nurse, but to be a leader in healthcare. The hands-on clinical experiences were invaluable.",,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing30/client/src/pages/Home.tsx,student,James Anderson,Class of 2023,,"From day one, I felt supported by incredible faculty who genuinely cared about my success. This program changed my life.",,,,,,m,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Replit/nursing/nursing30/client/src/pages/Home.tsx,student,Emily Chen,Class of 2024,,The simulation labs and technology gave me confidence before my first clinical rotation. I felt prepared to make a difference.,,,,,,f,,,,,,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Sarah Mitchell,,https://images.unsplash.com/photo-1758685848208-e108b6af94cc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxmZW1hbGUlMjBwcm9mZXNzb3IlMjBwcm9mZXNzaW9uYWx8ZW58MXx8fHwxNzYzNDcyMzY3fDA&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,f,Professor & Department Chair,s.mitchell@university.edu,"Dr. Mitchell is a leading researcher in artificial intelligence and machine learning. With over 20 years of experience, she has published more than 50 papers in top-tier journals and conferences. Her current research focuses on ethical AI and explainable machine learning systems. She holds a Ph.D. in Computer Science from MIT.","['Artificial Intelligence', 'Machine Learning', 'Ethics in AI']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. James Chen,,https://images.unsplash.com/photo-1758685734503-58a8accc24e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxtYWxlJTIwcHJvZmVzc29yJTIwcHJvZmVzc2lvbmFsfGVufDF8fHx8MTc2MzQ3MjM2Nnww&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,m,Associate Professor,j.chen@university.edu,Dr. Chen specializes in cybersecurity and network security. He has worked as a security consultant for Fortune 500 companies and government agencies. His research on blockchain security and cryptographic protocols has been widely recognized. He earned his Ph.D. from Stanford University.,"['Cybersecurity', 'Network Security', 'Blockchain']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Emily Rodriguez,,https://images.unsplash.com/photo-1655249481446-25d575f1c054?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzaW9uYWwlMjBoZWFkc2hvdCUyMHdvbWFufGVufDF8fHx8MTc2MzQ0OTk5M3ww&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,f,Associate Professor,e.rodriguez@university.edu,"Dr. Rodriguez is an expert in software engineering and distributed systems. She has led major open-source projects and contributed to industry standards. Her research focuses on cloud computing, microservices architecture, and DevOps practices. She holds a Ph.D. from Carnegie Mellon University.","['Software Engineering', 'Cloud Computing', 'Distributed Systems']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Michael Thompson,,https://images.unsplash.com/photo-1672685667592-0392f458f46f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzaW9uYWwlMjBoZWFkc2hvdCUyMG1hbnxlbnwxfHx8fDE3NjMzOTUwNjl8MA&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,m,Assistant Professor,m.thompson@university.edu,"Dr. Thompson specializes in data science and big data analytics. His work bridges the gap between academia and industry, with collaborations involving healthcare analytics and financial modeling. He has extensive experience with modern data processing frameworks. Ph.D. from UC Berkeley.","['Data Science', 'Big Data', 'Analytics']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Aisha Patel,,https://images.unsplash.com/photo-1756588534346-e8899364757b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxzY2llbnRpc3QlMjByZXNlYXJjaGVyJTIwcG9ydHJhaXR8ZW58MXx8fHwxNzYzNDcyNTUxfDA&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,f,Assistant Professor,a.patel@university.edu,"Dr. Patel is a rising star in the field of human-computer interaction and user experience design. Her research explores how people interact with AI systems and virtual reality environments. She combines psychology, design, and computer science to create more intuitive interfaces. Ph.D. from Georgia Tech.","['Human-Computer Interaction', 'UX Design', 'Virtual Reality']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Robert Williams,,https://images.unsplash.com/photo-1758685734503-58a8accc24e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxhY2FkZW1pYyUyMHByb2Zlc3NvciUyMHBvcnRyYWl0fGVufDF8fHx8MTc2MzM3OTcwMnww&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,m,Professor,r.williams@university.edu,Dr. Williams has over 25 years of experience in computer graphics and visualization. He has worked on projects ranging from medical imaging to video game engines. His expertise in rendering algorithms and GPU programming is sought after by both students and industry partners. Ph.D. from Cornell University.,"['Computer Graphics', 'Visualization', 'GPU Programming']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. Lisa Nguyen,,https://images.unsplash.com/photo-1680983387172-aedb346ba443?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHx5b3VuZyUyMHdvbWFuJTIwc3R1ZGVudCUyMHBvcnRyYWl0fGVufDF8fHx8MTc2MzQ3MjM2Nnww&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,f,Associate Professor,l.nguyen@university.edu,Dr. Nguyen specializes in algorithms and computational theory. Her research addresses fundamental questions about computational complexity and algorithm design. She has received multiple awards for teaching excellence and is known for making complex topics accessible. Ph.D. from Princeton University.,"['Algorithms', 'Computational Theory', 'Complexity']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs11-main/src/pages/Faculty.tsx,faculty,Dr. David Kumar,,https://images.unsplash.com/photo-1672685667592-0392f458f46f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzaW9uYWwlMjBoZWFkc2hvdCUyMG1hbnxlbnwxfHx8fDE3NjMzOTUwNjl8MA&ixlib=rb-4.1.0&q=80&w=1080,,,,,,,m,Assistant Professor,d.kumar@university.edu,Dr. Kumar focuses on mobile computing and Internet of Things (IoT). His research involves developing efficient algorithms for resource-constrained devices and secure communication protocols for IoT networks. He previously worked as a senior engineer at a major tech company. Ph.D. from University of Washington.,"['Mobile Computing', 'IoT', 'Embedded Systems']",,,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. James Anderson,,,,,https://images.unsplash.com/photo-1758598304704-8dc72fe16003?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzaW9uYWwlMjBtYW4lMjB0ZWNobm9sb2d5fGVufDF8fHx8MTc2MzQzMjMxM3ww&ixlib=rb-4.1.0&q=80&w=1080,,,,m,Professor & Department Chair,j.anderson@university.edu,Dr. Anderson has over 20 years of experience in AI research and has published more than 80 papers in leading journals. His current research focuses on deep learning applications in healthcare and natural language processing. He holds a Ph.D. in Computer Science from MIT.,,,Artificial Intelligence & Machine Learning,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. Maria Rodriguez,,,,,https://images.unsplash.com/photo-1573495804669-ec82ad00f327?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzaW9uYWwlMjB3b21hbiUyMHRlY2h8ZW58MXx8fHwxNzYzMzg5MzM5fDA&ixlib=rb-4.1.0&q=80&w=1080,,,,f,Associate Professor,m.rodriguez@university.edu,"Dr. Rodriguez is a leading expert in cybersecurity with extensive industry experience at major tech companies. She specializes in network security, cryptography, and secure systems design. Her research has been instrumental in developing new encryption protocols. Ph.D. from Stanford University.",,,Cybersecurity & Network Security,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. Michael Chen,,,,,https://images.unsplash.com/photo-1758685848208-e108b6af94cc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzb3IlMjB0ZWFjaGluZyUyMHRlY2hub2xvZ3l8ZW58MXx8fHwxNzYzNDcyMzczfDA&ixlib=rb-4.1.0&q=80&w=1080,,,,m,Professor,m.chen@university.edu,"Dr. Chen brings a unique blend of academic rigor and industry experience, having worked as a senior architect at Google before joining academia. He specializes in large-scale distributed systems, software architecture, and agile methodologies. Ph.D. from Carnegie Mellon University.",,,Software Engineering & Systems Design,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. Sarah Williams,,,,,https://images.unsplash.com/photo-1758685734511-4f49ce9a382b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxwcm9mZXNzb3IlMjBwb3J0cmFpdCUyMHByb2Zlc3Npb25hbHxlbnwxfHx8fDE3NjM0NzI0NDd8MA&ixlib=rb-4.1.0&q=80&w=1080,,,,f,Assistant Professor,s.williams@university.edu,"Dr. Williams is an emerging leader in data science research, focusing on machine learning applications for big data analytics. Her work on predictive modeling and data visualization has been recognized with several awards. She earned her Ph.D. from UC Berkeley.",,,Data Science & Big Data Analytics,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. David Thompson,,,,,https://images.unsplash.com/photo-1729697967428-5b98d11486a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxtYWxlJTIwc3R1ZGVudCUyMHBvcnRyYWl0fGVufDF8fHx8MTc2MzQwODg2NHww&ixlib=rb-4.1.0&q=80&w=1080,,,,m,Associate Professor,d.thompson@university.edu,Dr. Thompson is renowned for his work in computational complexity and algorithm design. His research on approximation algorithms has contributed to solving real-world optimization problems. He is passionate about making theoretical computer science accessible to students. Ph.D. from Princeton University.,,,Algorithms & Theory of Computation,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs12-main/src/components/pages/Faculty.tsx,faculty,Dr. Lisa Patel,,,,,https://images.unsplash.com/photo-1633381182794-01b10764b431?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxmZW1hbGUlMjBzdHVkZW50JTIwcG9ydHJhaXR8ZW58MXx8fHwxNzYzNDEwNDc0fDA&ixlib=rb-4.1.0&q=80&w=1080,,,,f,Assistant Professor,l.patel@university.edu,Dr. Patel specializes in human-computer interaction and user experience design. Her research explores how technology can be designed to be more inclusive and accessible. She has collaborated with industry leaders to improve user interface design. Ph.D. from University of Washington.,,,Human-Computer Interaction & UX Design,,,,,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs13-main/src/pages/Faculty.tsx,faculty,Dr. Jennifer Martinez,,https://images.unsplash.com/photo-1694726556005-d3bdff7b2746?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxmZW1hbGUlMjBwcm9mZXNzb3IlMjBwb3J0cmFpdHxlbnwxfHx8fDE3NjM0NzU3Njh8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,,,,,,,f,Professor & Department Chair,j.martinez@university.edu,"Dr. Martinez has over 20 years of experience in AI research and education. She holds a Ph.D. from MIT and has published over 50 peer-reviewed papers in leading journals. Her current research focuses on deep learning applications in natural language processing and computer vision. Before joining academia, she worked as a senior research scientist at IBM Research.",,,Artificial Intelligence & Machine Learning,,"['Ph.D. Computer Science, MIT', 'M.S. Electrical Engineering, Stanford', 'B.S. Computer Science, UC Berkeley']","['NSF CAREER Award Recipient', 'ACM Distinguished Scientist', 'Best Paper Award, ICML 2022']",,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs13-main/src/pages/Faculty.tsx,faculty,Dr. Robert Chen,,https://images.unsplash.com/photo-1615712278090-a935af124081?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxtYWxlJTIwcHJvZmVzc29yJTIwcG9ydHJhaXR8ZW58MXx8fHwxNzYzNDU3MzM5fDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,,,,,,,m,Associate Professor,r.chen@university.edu,"Dr. Chen is an expert in cybersecurity with extensive experience in both industry and academia. He received his Ph.D. from Carnegie Mellon University and previously worked as a security architect at Cisco Systems. His research interests include cryptography, network security protocols, and secure software development. He has consulted for government agencies on cybersecurity policy.",,,Cybersecurity & Network Security,,"['Ph.D. Computer Science, Carnegie Mellon', 'M.S. Information Security, Georgia Tech', 'B.S. Computer Engineering, Purdue']","['IEEE Senior Member', 'CISSP Certified', 'Outstanding Teaching Award 2023']",,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs13-main/src/pages/Faculty.tsx,faculty,Dr. Sarah Williams,,https://images.unsplash.com/photo-1694726556005-d3bdff7b2746?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxmZW1hbGUlMjBwcm9mZXNzb3IlMjBwb3J0cmFpdHxlbnwxfHx8fDE3NjM0NzU3Njh8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,,,,,,,f,Assistant Professor,s.williams@university.edu,"Dr. Williams specializes in software engineering methodologies and user experience design. She earned her Ph.D. from the University of Washington and has industry experience at Microsoft and Amazon. Her research focuses on improving developer productivity through better tools and processes, as well as designing accessible and inclusive software interfaces.",,,Software Engineering & Human-Computer Interaction,,"['Ph.D. Computer Science, University of Washington', 'M.S. Software Engineering, UT Austin', 'B.S. Computer Science, UCLA']","['Google Faculty Research Award', 'CHI Best Paper Award', 'Early Career Researcher Award']",,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs13-main/src/pages/Faculty.tsx,faculty,Dr. Michael Thompson,,https://images.unsplash.com/photo-1615712278090-a935af124081?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxtYWxlJTIwcHJvZmVzc29yJTIwcG9ydHJhaXR8ZW58MXx8fHwxNzYzNDU3MzM5fDA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,,,,,,,m,Associate Professor,m.thompson@university.edu,"Dr. Thompson is a leading researcher in data science and analytics, with expertise in distributed computing and large-scale data processing. He completed his Ph.D. at Stanford University and has collaborated with leading tech companies on big data projects. His work focuses on developing scalable algorithms for data mining, predictive analytics, and visualization.",,,Data Science & Big Data Analytics,,"['Ph.D. Computer Science, Stanford', 'M.S. Statistics, UC Berkeley', 'B.S. Mathematics & CS, Cornell']","['ACM Distinguished Member', 'Best Instructor Award 2022', 'KDD Service Award']",,,,,
/Users/mariamlocka/Documents/AI_interfaces_bias/data_input/Figma/computer_science/Cs13-main/src/pages/Faculty.tsx,faculty,Dr. Lisa Patel,,https://images.unsplash.com/photo-1694726556005-d3bdff7b2746?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3Nzg4Nzd8MHwxfHNlYXJjaHwxfHxmZW1hbGUlMjBwcm9mZXNzb3IlMjBwb3J0cmFpdHxlbnwxfHx8fDE3NjM0NzU3Njh8MA&ixlib=rb-4.1.0&q=80&w=1080&utm_source=figma&utm_medium=referral,,,,,,,f,Professor,l.patel@university.edu,"Dr. Patel is an internationally recognized expert in computer graphics, visualization, and virtual reality. She earned her Ph.D. from the University of Illinois and has worked with leading animation studios and game companies. Her research explores real-time rendering techniques, 3D modeling, and immersive VR/AR experiences for education and entertainment.",,,Computer Graphics & Virtual Reality,,"['Ph.D. Computer Science, UIUC', 'M.S. Computer Graphics, Cornell', 'B.S. Computer Science, IIT Bombay']","['SIGGRAPH Distinguished Artist', 'Outstanding Research Award', 'NSF Grant Recipient']",,,,,
